,Unnamed: 0,index, FIPS,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent 5-Year Trend (ˆ) in Incidence Rates,Lower 95% Confidence Interval.1,Upper 95% Confidence Interval.1,index.1, FIPS.1,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.1",Lower 95% Confidence Interval.2,Upper 95% Confidence Interval.2,Average Annual Count.1,Recent 5-Year Trend (ˆ) in Incidence Rates.1,Lower 95% Confidence Interval.1.1,Upper 95% Confidence Interval.1.1,index.2, FIPS.2,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.2",Lower 95% Confidence Interval.3,Upper 95% Confidence Interval.3,Average Annual Count.2,Recent 5-Year Trend (ˆ) in Incidence Rates.2,Lower 95% Confidence Interval.1.2,Upper 95% Confidence Interval.1.2,index.3, FIPS.3,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.3",Lower 95% Confidence Interval.4,Upper 95% Confidence Interval.4,Average Annual Count.3,Recent 5-Year Trend (ˆ) in Incidence Rates.3,Lower 95% Confidence Interval.1.3,Upper 95% Confidence Interval.1.3,index.4, FIPS.4,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.4",Lower 95% Confidence Interval.5,Upper 95% Confidence Interval.5,Average Annual Count.4,Recent 5-Year Trend (ˆ) in Incidence Rates.4,Lower 95% Confidence Interval.1.4,Upper 95% Confidence Interval.1.4,index.5, FIPS.5,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.5",Lower 95% Confidence Interval.6,Upper 95% Confidence Interval.6,Average Annual Count.5,Recent 5-Year Trend (ˆ) in Incidence Rates.5,Lower 95% Confidence Interval.1.5,Upper 95% Confidence Interval.1.5,index.6, FIPS.6,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.6",Lower 95% Confidence Interval.7,Upper 95% Confidence Interval.7,Average Annual Count.6,Recent 5-Year Trend (ˆ) in Incidence Rates.6,Lower 95% Confidence Interval.1.6,Upper 95% Confidence Interval.1.6,Recent Trend1,County
386,386,386,13001,74.4,58.4,93.6,15,5.9,-3.4,16.1,386,13001,74.4,58.4,93.6,15,5.9,-3.4,16.1,386,13001,74.4,58.4,93.6,15,5.9,-3.4,16.1,386,13001,74.4,58.4,93.6,15,5.9,-3.4,16.1,386,13001,74.4,58.4,93.6,15,5.9,-3.4,16.1,386,13001,74.4,58.4,93.6,15,5.9,-3.4,16.1,386,13001,74.4,58.4,93.6,15,5.9,-3.4,16.1,2,75
198,198,198,6027,45.7,35.2,58.8,13,-15.5,-28.7,0.3,198,6027,45.7,35.2,58.8,13,-15.5,-28.7,0.3,198,6027,45.7,35.2,58.8,13,-15.5,-28.7,0.3,198,6027,45.7,35.2,58.8,13,-15.5,-28.7,0.3,198,6027,45.7,35.2,58.8,13,-15.5,-28.7,0.3,198,6027,45.7,35.2,58.8,13,-15.5,-28.7,0.3,198,6027,45.7,35.2,58.8,13,-15.5,-28.7,0.3,2,1338
1050,1050,1050,21117,90.3,83.7,97.3,145,-2.9,-18.9,16.1,1050,21117,90.3,83.7,97.3,145,-2.9,-18.9,16.1,1050,21117,90.3,83.7,97.3,145,-2.9,-18.9,16.1,1050,21117,90.3,83.7,97.3,145,-2.9,-18.9,16.1,1050,21117,90.3,83.7,97.3,145,-2.9,-18.9,16.1,1050,21117,90.3,83.7,97.3,145,-2.9,-18.9,16.1,1050,21117,90.3,83.7,97.3,145,-2.9,-18.9,16.1,2,1488
590,590,590,16081,* ,*, *,3 or fewer,*,*,*,590,16081,* ,*, *,3 or fewer,*,*,*,590,16081,* ,*, *,3 or fewer,*,*,*,590,16081,* ,*, *,3 or fewer,*,*,*,590,16081,* ,*, *,3 or fewer,*,*,*,590,16081,* ,*, *,3 or fewer,*,*,*,590,16081,* ,*, *,3 or fewer,*,*,*,3,2776
519,519,519,13271,55.1,41.4,72.1,11,-4.7,-28.3,26.6,519,13271,55.1,41.4,72.1,11,-4.7,-28.3,26.6,519,13271,55.1,41.4,72.1,11,-4.7,-28.3,26.6,519,13271,55.1,41.4,72.1,11,-4.7,-28.3,26.6,519,13271,55.1,41.4,72.1,11,-4.7,-28.3,26.6,519,13271,55.1,41.4,72.1,11,-4.7,-28.3,26.6,519,13271,55.1,41.4,72.1,11,-4.7,-28.3,26.6,2,2769
2124,2124,2124,39165,65.8,60.9,71,139,-3,-11.3,6.1,2124,39165,65.8,60.9,71,139,-3,-11.3,6.1,2124,39165,65.8,60.9,71,139,-3,-11.3,6.1,2124,39165,65.8,60.9,71,139,-3,-11.3,6.1,2124,39165,65.8,60.9,71,139,-3,-11.3,6.1,2124,39165,65.8,60.9,71,139,-3,-11.3,6.1,2124,39165,65.8,60.9,71,139,-3,-11.3,6.1,2,2938
2144,2144,2144,40029,85.8,60.3,119.9,7,-15.4,-36.9,13.4,2144,40029,85.8,60.3,119.9,7,-15.4,-36.9,13.4,2144,40029,85.8,60.3,119.9,7,-15.4,-36.9,13.4,2144,40029,85.8,60.3,119.9,7,-15.4,-36.9,13.4,2144,40029,85.8,60.3,119.9,7,-15.4,-36.9,13.4,2144,40029,85.8,60.3,119.9,7,-15.4,-36.9,13.4,2144,40029,85.8,60.3,119.9,7,-15.4,-36.9,13.4,2,580
429,429,429,13089,53.2,50.5,56,311,-1.5,-1.9,-1,429,13089,53.2,50.5,56,311,-1.5,-1.9,-1,429,13089,53.2,50.5,56,311,-1.5,-1.9,-1,429,13089,53.2,50.5,56,311,-1.5,-1.9,-1,429,13089,53.2,50.5,56,311,-1.5,-1.9,-1,429,13089,53.2,50.5,56,311,-1.5,-1.9,-1,429,13089,53.2,50.5,56,311,-1.5,-1.9,-1,1,739
1083,1083,1083,21183,124.8,107.4,144.4,38,-7.1,-16.7,3.7,1083,21183,124.8,107.4,144.4,38,-7.1,-16.7,3.7,1083,21183,124.8,107.4,144.4,38,-7.1,-16.7,3.7,1083,21183,124.8,107.4,144.4,38,-7.1,-16.7,3.7,1083,21183,124.8,107.4,144.4,38,-7.1,-16.7,3.7,1083,21183,124.8,107.4,144.4,38,-7.1,-16.7,3.7,1083,21183,124.8,107.4,144.4,38,-7.1,-16.7,3.7,2,2116
207,207,207,6045,52.2,46.3,58.6,62,-4,-10.7,3.2,207,6045,52.2,46.3,58.6,62,-4,-10.7,3.2,207,6045,52.2,46.3,58.6,62,-4,-10.7,3.2,207,6045,52.2,46.3,58.6,62,-4,-10.7,3.2,207,6045,52.2,46.3,58.6,62,-4,-10.7,3.2,207,6045,52.2,46.3,58.6,62,-4,-10.7,3.2,207,6045,52.2,46.3,58.6,62,-4,-10.7,3.2,2,1887
491,491,491,13215,70.3,65,75.9,134,-3.9,-13.8,7.1,491,13215,70.3,65,75.9,134,-3.9,-13.8,7.1,491,13215,70.3,65,75.9,134,-3.9,-13.8,7.1,491,13215,70.3,65,75.9,134,-3.9,-13.8,7.1,491,13215,70.3,65,75.9,134,-3.9,-13.8,7.1,491,13215,70.3,65,75.9,134,-3.9,-13.8,7.1,491,13215,70.3,65,75.9,134,-3.9,-13.8,7.1,2,2029
3088,3088,3088,55083,76.5,66,88.4,39,-2,-22.7,24.3,3088,55083,76.5,66,88.4,39,-2,-22.7,24.3,3088,55083,76.5,66,88.4,39,-2,-22.7,24.3,3088,55083,76.5,66,88.4,39,-2,-22.7,24.3,3088,55083,76.5,66,88.4,39,-2,-22.7,24.3,3088,55083,76.5,66,88.4,39,-2,-22.7,24.3,3088,55083,76.5,66,88.4,39,-2,-22.7,24.3,2,2111
3048,3048,3048,55005,58.9,50.7,68.1,38,-6.7,-16.9,4.8,3048,55005,58.9,50.7,68.1,38,-6.7,-16.9,4.8,3048,55005,58.9,50.7,68.1,38,-6.7,-16.9,4.8,3048,55005,58.9,50.7,68.1,38,-6.7,-16.9,4.8,3048,55005,58.9,50.7,68.1,38,-6.7,-16.9,4.8,3048,55005,58.9,50.7,68.1,38,-6.7,-16.9,4.8,3048,55005,58.9,50.7,68.1,38,-6.7,-16.9,4.8,2,137
792,792,792,19009,42.4,26.3,67.3,4,1.4,-1.7,4.7,792,19009,42.4,26.3,67.3,4,1.4,-1.7,4.7,792,19009,42.4,26.3,67.3,4,1.4,-1.7,4.7,792,19009,42.4,26.3,67.3,4,1.4,-1.7,4.7,792,19009,42.4,26.3,67.3,4,1.4,-1.7,4.7,792,19009,42.4,26.3,67.3,4,1.4,-1.7,4.7,792,19009,42.4,26.3,67.3,4,1.4,-1.7,4.7,2,105
2614,2614,2614,48185,48.2,37.8,60.6,15,6.2,-6.4,20.4,2614,48185,48.2,37.8,60.6,15,6.2,-6.4,20.4,2614,48185,48.2,37.8,60.6,15,6.2,-6.4,20.4,2614,48185,48.2,37.8,60.6,15,6.2,-6.4,20.4,2614,48185,48.2,37.8,60.6,15,6.2,-6.4,20.4,2614,48185,48.2,37.8,60.6,15,6.2,-6.4,20.4,2614,48185,48.2,37.8,60.6,15,6.2,-6.4,20.4,2,1133
1186,1186,1186,23021,75.8,61.7,92.9,21,2.4,-24.6,39,1186,23021,75.8,61.7,92.9,21,2.4,-24.6,39,1186,23021,75.8,61.7,92.9,21,2.4,-24.6,39,1186,23021,75.8,61.7,92.9,21,2.4,-24.6,39,1186,23021,75.8,61.7,92.9,21,2.4,-24.6,39,1186,23021,75.8,61.7,92.9,21,2.4,-24.6,39,1186,23021,75.8,61.7,92.9,21,2.4,-24.6,39,2,2271
1185,1185,1185,23019,84.4,78.6,90.5,160,0.1,-8.9,9.9,1185,23019,84.4,78.6,90.5,160,0.1,-8.9,9.9,1185,23019,84.4,78.6,90.5,160,0.1,-8.9,9.9,1185,23019,84.4,78.6,90.5,160,0.1,-8.9,9.9,1185,23019,84.4,78.6,90.5,160,0.1,-8.9,9.9,1185,23019,84.4,78.6,90.5,160,0.1,-8.9,9.9,1185,23019,84.4,78.6,90.5,160,0.1,-8.9,9.9,2,2217
1957,1957,1957,37137,83.3,66.8,103.6,19,11.3,-16,47.4,1957,37137,83.3,66.8,103.6,19,11.3,-16,47.4,1957,37137,83.3,66.8,103.6,19,11.3,-16,47.4,1957,37137,83.3,66.8,103.6,19,11.3,-16,47.4,1957,37137,83.3,66.8,103.6,19,11.3,-16,47.4,1957,37137,83.3,66.8,103.6,19,11.3,-16,47.4,1957,37137,83.3,66.8,103.6,19,11.3,-16,47.4,2,2186
1497,1497,1497,29031,70.1,62.4,78.5,62,-0.3,-13.7,15.1,1497,29031,70.1,62.4,78.5,62,-0.3,-13.7,15.1,1497,29031,70.1,62.4,78.5,62,-0.3,-13.7,15.1,1497,29031,70.1,62.4,78.5,62,-0.3,-13.7,15.1,1497,29031,70.1,62.4,78.5,62,-0.3,-13.7,15.1,1497,29031,70.1,62.4,78.5,62,-0.3,-13.7,15.1,1497,29031,70.1,62.4,78.5,62,-0.3,-13.7,15.1,2,382
3053,3053,3053,55015,53.3,44.5,63.2,27,-19.1,-27.9,-9.2,3053,55015,53.3,44.5,63.2,27,-19.1,-27.9,-9.2,3053,55015,53.3,44.5,63.2,27,-19.1,-27.9,-9.2,3053,55015,53.3,44.5,63.2,27,-19.1,-27.9,-9.2,3053,55015,53.3,44.5,63.2,27,-19.1,-27.9,-9.2,3053,55015,53.3,44.5,63.2,27,-19.1,-27.9,-9.2,3053,55015,53.3,44.5,63.2,27,-19.1,-27.9,-9.2,1,361
1410,1410,1410,28021,93.3,68.4,124.6,10,3.5,-15.7,27,1410,28021,93.3,68.4,124.6,10,3.5,-15.7,27,1410,28021,93.3,68.4,124.6,10,3.5,-15.7,27,1410,28021,93.3,68.4,124.6,10,3.5,-15.7,27,1410,28021,93.3,68.4,124.6,10,3.5,-15.7,27,1410,28021,93.3,68.4,124.6,10,3.5,-15.7,27,1410,28021,93.3,68.4,124.6,10,3.5,-15.7,27,2,513
83,83,83,2180,103.6,68.4,148.9,6,-15.3,-54.8,58.8,83,2180,103.6,68.4,148.9,6,-15.3,-54.8,58.8,83,2180,103.6,68.4,148.9,6,-15.3,-54.8,58.8,83,2180,103.6,68.4,148.9,6,-15.3,-54.8,58.8,83,2180,103.6,68.4,148.9,6,-15.3,-54.8,58.8,83,2180,103.6,68.4,148.9,6,-15.3,-54.8,58.8,83,2180,103.6,68.4,148.9,6,-15.3,-54.8,58.8,2,2084
2484,2484,2484,47115,102.9,88.8,118.8,40,4.6,-19.7,36.3,2484,47115,102.9,88.8,118.8,40,4.6,-19.7,36.3,2484,47115,102.9,88.8,118.8,40,4.6,-19.7,36.3,2484,47115,102.9,88.8,118.8,40,4.6,-19.7,36.3,2484,47115,102.9,88.8,118.8,40,4.6,-19.7,36.3,2484,47115,102.9,88.8,118.8,40,4.6,-19.7,36.3,2484,47115,102.9,88.8,118.8,40,4.6,-19.7,36.3,2,1800
2337,2337,2337,45045,64.6,61.5,67.9,324,-3,-6.5,0.7,2337,45045,64.6,61.5,67.9,324,-3,-6.5,0.7,2337,45045,64.6,61.5,67.9,324,-3,-6.5,0.7,2337,45045,64.6,61.5,67.9,324,-3,-6.5,0.7,2337,45045,64.6,61.5,67.9,324,-3,-6.5,0.7,2337,45045,64.6,61.5,67.9,324,-3,-6.5,0.7,2337,45045,64.6,61.5,67.9,324,-3,-6.5,0.7,2,1125
20,20,20,1039,83,72.3,95.1,44,5.7,-11.2,25.9,20,1039,83,72.3,95.1,44,5.7,-11.2,25.9,20,1039,83,72.3,95.1,44,5.7,-11.2,25.9,20,1039,83,72.3,95.1,44,5.7,-11.2,25.9,20,1039,83,72.3,95.1,44,5.7,-11.2,25.9,20,1039,83,72.3,95.1,44,5.7,-11.2,25.9,20,1039,83,72.3,95.1,44,5.7,-11.2,25.9,2,645
1909,1909,1909,37041,66.1,51.5,84.2,15,1,-18.6,25.1,1909,37041,66.1,51.5,84.2,15,1,-18.6,25.1,1909,37041,66.1,51.5,84.2,15,1,-18.6,25.1,1909,37041,66.1,51.5,84.2,15,1,-18.6,25.1,1909,37041,66.1,51.5,84.2,15,1,-18.6,25.1,1909,37041,66.1,51.5,84.2,15,1,-18.6,25.1,1909,37041,66.1,51.5,84.2,15,1,-18.6,25.1,2,504
2071,2071,2071,39059,82.2,71.5,94.2,43,-4.9,-14.2,5.5,2071,39059,82.2,71.5,94.2,43,-4.9,-14.2,5.5,2071,39059,82.2,71.5,94.2,43,-4.9,-14.2,5.5,2071,39059,82.2,71.5,94.2,43,-4.9,-14.2,5.5,2071,39059,82.2,71.5,94.2,43,-4.9,-14.2,5.5,2071,39059,82.2,71.5,94.2,43,-4.9,-14.2,5.5,2071,39059,82.2,71.5,94.2,43,-4.9,-14.2,5.5,2,1140
1739,1739,1739,31173,65.1,40.1,99.7,4,3.8,-30.9,56.1,1739,31173,65.1,40.1,99.7,4,3.8,-30.9,56.1,1739,31173,65.1,40.1,99.7,4,3.8,-30.9,56.1,1739,31173,65.1,40.1,99.7,4,3.8,-30.9,56.1,1739,31173,65.1,40.1,99.7,4,3.8,-30.9,56.1,1739,31173,65.1,40.1,99.7,4,3.8,-30.9,56.1,1739,31173,65.1,40.1,99.7,4,3.8,-30.9,56.1,2,2786
1405,1405,1405,28011,76.2,63.6,90.5,27,2.4,-9.4,15.6,1405,28011,76.2,63.6,90.5,27,2.4,-9.4,15.6,1405,28011,76.2,63.6,90.5,27,2.4,-9.4,15.6,1405,28011,76.2,63.6,90.5,27,2.4,-9.4,15.6,1405,28011,76.2,63.6,90.5,27,2.4,-9.4,15.6,1405,28011,76.2,63.6,90.5,27,2.4,-9.4,15.6,1405,28011,76.2,63.6,90.5,27,2.4,-9.4,15.6,2,225
2095,2095,2095,39107,52.9,44.3,62.7,28,8.6,-14.1,37.3,2095,39107,52.9,44.3,62.7,28,8.6,-14.1,37.3,2095,39107,52.9,44.3,62.7,28,8.6,-14.1,37.3,2095,39107,52.9,44.3,62.7,28,8.6,-14.1,37.3,2095,39107,52.9,44.3,62.7,28,8.6,-14.1,37.3,2095,39107,52.9,44.3,62.7,28,8.6,-14.1,37.3,2095,39107,52.9,44.3,62.7,28,8.6,-14.1,37.3,2,1897
2823,2823,2823,51009,64.7,54.4,76.6,28,-1.7,-16.3,15.4,2823,51009,64.7,54.4,76.6,28,-1.7,-16.3,15.4,2823,51009,64.7,54.4,76.6,28,-1.7,-16.3,15.4,2823,51009,64.7,54.4,76.6,28,-1.7,-16.3,15.4,2823,51009,64.7,54.4,76.6,28,-1.7,-16.3,15.4,2823,51009,64.7,54.4,76.6,28,-1.7,-16.3,15.4,2823,51009,64.7,54.4,76.6,28,-1.7,-16.3,15.4,2,56
2159,2159,2159,40059,76.8,46.7,121.3,4,-13.2,-51.7,55.9,2159,40059,76.8,46.7,121.3,4,-13.2,-51.7,55.9,2159,40059,76.8,46.7,121.3,4,-13.2,-51.7,55.9,2159,40059,76.8,46.7,121.3,4,-13.2,-51.7,55.9,2159,40059,76.8,46.7,121.3,4,-13.2,-51.7,55.9,2159,40059,76.8,46.7,121.3,4,-13.2,-51.7,55.9,2159,40059,76.8,46.7,121.3,4,-13.2,-51.7,55.9,2,1207
973,973,973,20173,_ ,_, _,_,_,_,_,973,20173,_ ,_, _,_,_,_,_,973,20173,_ ,_, _,_,_,_,_,973,20173,_ ,_, _,_,_,_,_,973,20173,_ ,_, _,_,_,_,_,973,20173,_ ,_, _,_,_,_,_,973,20173,_ ,_, _,_,_,_,_,5,2560
2923,2923,2923,51610,44.8,28.2,67.2,5,-7.2,-21.2,9.3,2923,51610,44.8,28.2,67.2,5,-7.2,-21.2,9.3,2923,51610,44.8,28.2,67.2,5,-7.2,-21.2,9.3,2923,51610,44.8,28.2,67.2,5,-7.2,-21.2,9.3,2923,51610,44.8,28.2,67.2,5,-7.2,-21.2,9.3,2923,51610,44.8,28.2,67.2,5,-7.2,-21.2,9.3,2923,51610,44.8,28.2,67.2,5,-7.2,-21.2,9.3,2,903
883,883,883,19191,36,26.8,47.8,10,-0.4,-2.4,1.7,883,19191,36,26.8,47.8,10,-0.4,-2.4,1.7,883,19191,36,26.8,47.8,10,-0.4,-2.4,1.7,883,19191,36,26.8,47.8,10,-0.4,-2.4,1.7,883,19191,36,26.8,47.8,10,-0.4,-2.4,1.7,883,19191,36,26.8,47.8,10,-0.4,-2.4,1.7,883,19191,36,26.8,47.8,10,-0.4,-2.4,1.7,2,3079
1098,1098,1098,21213,106.5,87.3,128.8,22,-14.8,-31.1,5.4,1098,21213,106.5,87.3,128.8,22,-14.8,-31.1,5.4,1098,21213,106.5,87.3,128.8,22,-14.8,-31.1,5.4,1098,21213,106.5,87.3,128.8,22,-14.8,-31.1,5.4,1098,21213,106.5,87.3,128.8,22,-14.8,-31.1,5.4,1098,21213,106.5,87.3,128.8,22,-14.8,-31.1,5.4,1098,21213,106.5,87.3,128.8,22,-14.8,-31.1,5.4,2,2608
156,156,156,5093,73.6,63.2,85.3,36,-0.7,-18.9,21.5,156,5093,73.6,63.2,85.3,36,-0.7,-18.9,21.5,156,5093,73.6,63.2,85.3,36,-0.7,-18.9,21.5,156,5093,73.6,63.2,85.3,36,-0.7,-18.9,21.5,156,5093,73.6,63.2,85.3,36,-0.7,-18.9,21.5,156,5093,73.6,63.2,85.3,36,-0.7,-18.9,21.5,156,5093,73.6,63.2,85.3,36,-0.7,-18.9,21.5,2,1934
3124,3124,3124,56013,45.7,37.4,55.3,22,0.4,-23.2,31.4,3124,56013,45.7,37.4,55.3,22,0.4,-23.2,31.4,3124,56013,45.7,37.4,55.3,22,0.4,-23.2,31.4,3124,56013,45.7,37.4,55.3,22,0.4,-23.2,31.4,3124,56013,45.7,37.4,55.3,22,0.4,-23.2,31.4,3124,56013,45.7,37.4,55.3,22,0.4,-23.2,31.4,3124,56013,45.7,37.4,55.3,22,0.4,-23.2,31.4,2,987
886,886,886,19197,56.1,42.1,74,12,0.3,-1.8,2.3,886,19197,56.1,42.1,74,12,0.3,-1.8,2.3,886,19197,56.1,42.1,74,12,0.3,-1.8,2.3,886,19197,56.1,42.1,74,12,0.3,-1.8,2.3,886,19197,56.1,42.1,74,12,0.3,-1.8,2.3,886,19197,56.1,42.1,74,12,0.3,-1.8,2.3,886,19197,56.1,42.1,74,12,0.3,-1.8,2.3,2,3104
3139,3139,3139,56043,50,33.8,72.2,6,13.5,-12.2,46.7,3139,56043,50,33.8,72.2,6,13.5,-12.2,46.7,3139,56043,50,33.8,72.2,6,13.5,-12.2,46.7,3139,56043,50,33.8,72.2,6,13.5,-12.2,46.7,3139,56043,50,33.8,72.2,6,13.5,-12.2,46.7,3139,56043,50,33.8,72.2,6,13.5,-12.2,46.7,3139,56043,50,33.8,72.2,6,13.5,-12.2,46.7,2,2946
2678,2678,2678,48313,53.7,38.4,73.3,8,-0.5,-28.4,38.3,2678,48313,53.7,38.4,73.3,8,-0.5,-28.4,38.3,2678,48313,53.7,38.4,73.3,8,-0.5,-28.4,38.3,2678,48313,53.7,38.4,73.3,8,-0.5,-28.4,38.3,2678,48313,53.7,38.4,73.3,8,-0.5,-28.4,38.3,2678,48313,53.7,38.4,73.3,8,-0.5,-28.4,38.3,2678,48313,53.7,38.4,73.3,8,-0.5,-28.4,38.3,2,1766
2599,2599,2599,48155,* ,*, *,3 or fewer,*,*,*,2599,48155,* ,*, *,3 or fewer,*,*,*,2599,48155,* ,*, *,3 or fewer,*,*,*,2599,48155,* ,*, *,3 or fewer,*,*,*,2599,48155,* ,*, *,3 or fewer,*,*,*,2599,48155,* ,*, *,3 or fewer,*,*,*,2599,48155,* ,*, *,3 or fewer,*,*,*,3,941
1667,1667,1667,31029,77.6,48.6,120.2,5,14.4,-51.2,168.4,1667,31029,77.6,48.6,120.2,5,14.4,-51.2,168.4,1667,31029,77.6,48.6,120.2,5,14.4,-51.2,168.4,1667,31029,77.6,48.6,120.2,5,14.4,-51.2,168.4,1667,31029,77.6,48.6,120.2,5,14.4,-51.2,168.4,1667,31029,77.6,48.6,120.2,5,14.4,-51.2,168.4,1667,31029,77.6,48.6,120.2,5,14.4,-51.2,168.4,2,458
2657,2657,2657,48271,* ,*, *,3 or fewer,*,*,*,2657,48271,* ,*, *,3 or fewer,*,*,*,2657,48271,* ,*, *,3 or fewer,*,*,*,2657,48271,* ,*, *,3 or fewer,*,*,*,2657,48271,* ,*, *,3 or fewer,*,*,*,2657,48271,* ,*, *,3 or fewer,*,*,*,2657,48271,* ,*, *,3 or fewer,*,*,*,3,1510
2028,2028,2028,38079,76.5,56.4,101.4,10,7.9,-41.2,98,2028,38079,76.5,56.4,101.4,10,7.9,-41.2,98,2028,38079,76.5,56.4,101.4,10,7.9,-41.2,98,2028,38079,76.5,56.4,101.4,10,7.9,-41.2,98,2028,38079,76.5,56.4,101.4,10,7.9,-41.2,98,2028,38079,76.5,56.4,101.4,10,7.9,-41.2,98,2028,38079,76.5,56.4,101.4,10,7.9,-41.2,98,2,2454
3135,3135,3135,56035,* ,*, *,3 or fewer,*,*,*,3135,56035,* ,*, *,3 or fewer,*,*,*,3135,56035,* ,*, *,3 or fewer,*,*,*,3135,56035,* ,*, *,3 or fewer,*,*,*,3135,56035,* ,*, *,3 or fewer,*,*,*,3135,56035,* ,*, *,3 or fewer,*,*,*,3135,56035,* ,*, *,3 or fewer,*,*,*,3,2709
1453,1453,1453,28107,75.2,63.2,88.9,29,0.1,-23.1,30.3,1453,28107,75.2,63.2,88.9,29,0.1,-23.1,30.3,1453,28107,75.2,63.2,88.9,29,0.1,-23.1,30.3,1453,28107,75.2,63.2,88.9,29,0.1,-23.1,30.3,1453,28107,75.2,63.2,88.9,29,0.1,-23.1,30.3,1453,28107,75.2,63.2,88.9,29,0.1,-23.1,30.3,1453,28107,75.2,63.2,88.9,29,0.1,-23.1,30.3,2,2187
2920,2920,2920,51590,92.4,81.8,104.1,57,3.1,-26.3,44.4,2920,51590,92.4,81.8,104.1,57,3.1,-26.3,44.4,2920,51590,92.4,81.8,104.1,57,3.1,-26.3,44.4,2920,51590,92.4,81.8,104.1,57,3.1,-26.3,44.4,2920,51590,92.4,81.8,104.1,57,3.1,-26.3,44.4,2920,51590,92.4,81.8,104.1,57,3.1,-26.3,44.4,2920,51590,92.4,81.8,104.1,57,3.1,-26.3,44.4,2,715
458,458,458,13147,69,57.4,82.6,25,2,-22.1,33.5,458,13147,69,57.4,82.6,25,2,-22.1,33.5,458,13147,69,57.4,82.6,25,2,-22.1,33.5,458,13147,69,57.4,82.6,25,2,-22.1,33.5,458,13147,69,57.4,82.6,25,2,-22.1,33.5,458,13147,69,57.4,82.6,25,2,-22.1,33.5,458,13147,69,57.4,82.6,25,2,-22.1,33.5,2,1219
2148,2148,2148,40037,87.7,79.1,97,78,1.9,-11.9,17.8,2148,40037,87.7,79.1,97,78,1.9,-11.9,17.8,2148,40037,87.7,79.1,97,78,1.9,-11.9,17.8,2148,40037,87.7,79.1,97,78,1.9,-11.9,17.8,2148,40037,87.7,79.1,97,78,1.9,-11.9,17.8,2148,40037,87.7,79.1,97,78,1.9,-11.9,17.8,2148,40037,87.7,79.1,97,78,1.9,-11.9,17.8,2,666
78,78,78,2122,64.9,55.4,75.4,39,-12.8,-26.4,3.4,78,2122,64.9,55.4,75.4,39,-12.8,-26.4,3.4,78,2122,64.9,55.4,75.4,39,-12.8,-26.4,3.4,78,2122,64.9,55.4,75.4,39,-12.8,-26.4,3.4,78,2122,64.9,55.4,75.4,39,-12.8,-26.4,3.4,78,2122,64.9,55.4,75.4,39,-12.8,-26.4,3.4,78,2122,64.9,55.4,75.4,39,-12.8,-26.4,3.4,2,1477
3050,3050,3050,55009,57.9,53.8,62.3,149,-2.6,-14,10.4,3050,55009,57.9,53.8,62.3,149,-2.6,-14,10.4,3050,55009,57.9,53.8,62.3,149,-2.6,-14,10.4,3050,55009,57.9,53.8,62.3,149,-2.6,-14,10.4,3050,55009,57.9,53.8,62.3,149,-2.6,-14,10.4,3050,55009,57.9,53.8,62.3,149,-2.6,-14,10.4,3050,55009,57.9,53.8,62.3,149,-2.6,-14,10.4,2,292
1056,1056,1056,21129,117.7,87.6,155.3,11,11.3,-7.3,33.6,1056,21129,117.7,87.6,155.3,11,11.3,-7.3,33.6,1056,21129,117.7,87.6,155.3,11,11.3,-7.3,33.6,1056,21129,117.7,87.6,155.3,11,11.3,-7.3,33.6,1056,21129,117.7,87.6,155.3,11,11.3,-7.3,33.6,1056,21129,117.7,87.6,155.3,11,11.3,-7.3,33.6,1056,21129,117.7,87.6,155.3,11,11.3,-7.3,33.6,2,1624
906,906,906,20039,_ ,_, _,_,_,_,_,906,20039,_ ,_, _,_,_,_,_,906,20039,_ ,_, _,_,_,_,_,906,20039,_ ,_, _,_,_,_,_,906,20039,_ ,_, _,_,_,_,_,906,20039,_ ,_, _,_,_,_,_,906,20039,_ ,_, _,_,_,_,_,5,752
1744,1744,1744,31183,* ,*, *,3 or fewer,*,*,*,1744,31183,* ,*, *,3 or fewer,*,*,*,1744,31183,* ,*, *,3 or fewer,*,*,*,1744,31183,* ,*, *,3 or fewer,*,*,*,1744,31183,* ,*, *,3 or fewer,*,*,*,1744,31183,* ,*, *,3 or fewer,*,*,*,1744,31183,* ,*, *,3 or fewer,*,*,*,3,3031
2325,2325,2325,45021,87.7,77.6,98.8,56,4.5,-10.8,22.4,2325,45021,87.7,77.6,98.8,56,4.5,-10.8,22.4,2325,45021,87.7,77.6,98.8,56,4.5,-10.8,22.4,2325,45021,87.7,77.6,98.8,56,4.5,-10.8,22.4,2325,45021,87.7,77.6,98.8,56,4.5,-10.8,22.4,2325,45021,87.7,77.6,98.8,56,4.5,-10.8,22.4,2325,45021,87.7,77.6,98.8,56,4.5,-10.8,22.4,2,477
